Column1,thong tin,rating,genre,name
990,,,,
991,"
Một tuyệt tác tăm tối và ám ảnh của tác giả Chiến tranh và Chiến tranh.Lấy bối cảnh tại một khu trại biệt lập, tiểu thuyết mở ra một chuỗi những ngày mưa thu dai dẳng. Trong khu nông trang hoang vắng chỉ còn chừng một tá dân trụ lại, cùng với hôi thối bốc mùi của những mưu đồ lụn bại, những phản trắc, bất thành, bất tín, những hy vọng bất ngờ, và bao nhiêu giấc mơ bị phế b
Một tuyệt tác tăm tối và ám ảnh của tác giả Chiến tranh và Chiến tranh.Lấy bối cảnh tại một khu trại biệt lập, tiểu thuyết mở ra một chuỗi những ngày mưa thu dai dẳng. Trong khu nông trang hoang vắng chỉ còn chừng một tá dân trụ lại, cùng với hôi thối bốc mùi của những mưu đồ lụn bại, những phản trắc, bất thành, bất tín, những hy vọng bất ngờ, và bao nhiêu giấc mơ bị phế bỏ. Một thế giới, theo lời của dịch giả George Szirtes, ""lỗ mãng và luôn sẵn sàng, lạc hậu đó giữa trật tự và bi kịch, tận sâu trong góc nhỏ vô nghĩa của vũ trụ bao la. Vũ điệu của họ là vũ điệu của sự chết"".Song, với người đọc, điều quan trọng nhất lại không phải cốt truyện của Krasznahorkai hay ngôn ngữ đáng kinh ngạc ông sử sụng, hay thậm chí vũ trụ các nhân vật của ông. Điều quan trọng, đó là chúng ta thay đổi trong khi quan sát những con người và thế giới mà ông dựng nên - chúng ta đọc còn ông thì viết.

","{'5': 2809, '4': 2282, '3': 1009, '2': 323, '1': 125}","['Fiction', 'European Literature > Hungarian Literature', 'Cultural > Hungary', 'Novels', 'Literature', 'Classics', 'Literature > 20th Century', 'Science Fiction > Dystopia', 'Literary Fiction', 'Contemporary']",https://www.goodreads.com//book/show/61955999-v-i-u-qu-satan?from_search=true&from_srp=true&qid=3Lv52kAJEp&rank=1
992,"
Tác phẩm là dòng hồi ức của người lính về chiến tranh và thời tuổi trẻ đã trải qua trong bom đạn. Đó là lòng tiếc thương vô hạn đối với những người cùng thế hệ với mình đã nằm xuống, là ám ảnh về thân phận con người trong thời buổi loạn ly, và thông qua thân phận là sự tái hiện đầy xót xa về quá khứ, những suy tư nghiền ngẫm về con đường dấn thân của cả một thế hệ sinh ra 
Tác phẩm là dòng hồi ức của người lính về chiến tranh và thời tuổi trẻ đã trải qua trong bom đạn. Đó là lòng tiếc thương vô hạn đối với những người cùng thế hệ với mình đã nằm xuống, là ám ảnh về thân phận con người trong thời buổi loạn ly, và thông qua thân phận là sự tái hiện đầy xót xa về quá khứ, những suy tư nghiền ngẫm về con đường dấn thân của cả một thế hệ sinh ra trong chiến tranh. Bao trùm lên tất cả, là nỗi buồn sâu xa gắn với từng mảnh đời riêng.Tác phẩm đã bước ra khỏi lối mòn về lòng tự hào dân tộc cùng những chiến công và vinh quang tập thể để nêu lên thông điệp về sự ghê tởm, về tính chất hủy diệt của chiến tranh đối với con người. Vào thời điểm ra đời cuối thập niên 1980, ""Nỗi buồn chiến tranh"" có thể được xem là tác phẩm văn học Việt Nam hiện đại đầu tiên viết về chiến tranh có cái nhìn khác với quan niệm truyền thống, khẳng định mạnh mẽ vai trò cá nhân trong xã hội, quyền sống, hạnh phúc và đau khổ của con người với tư cách một cá thể độc lập. Tiểu thuyết nhận được giải thưởng Hội Nhà văn Việt Nam năm 1991.

","{'5': 2907, '4': 3064, '3': 1389, '2': 363, '1': 134}","['Fiction', 'War', 'Historical > Historical Fiction', 'Cultural > Asia', 'Literature', 'Novels', 'Historical', 'Academic > School', 'Literature > Asian Literature', 'War > Military Fiction']",https://www.goodreads.com//book/show/13426380-n-i-bu-n-chi-n-tranh?from_search=true&from_srp=true&qid=kSdmT3l6kQ&rank=1
993,"
Một người cha không bao giờ bước chân vào viện bảo tàng, chỉ đọc báo địa phương, không dùng gì khác ngoài con dao Opinel của riêng mình để ăn. Một người cha xuất thân nông dân rồi trở thành công nhân và cuối cùng là chủ một tiệm cà phê kiêm cửa hàng tạp phẩm. Một người cha luôn lo lắng bị nhầm “vị trí”. Cũng người cha ấy lấy làm tự hào về cô con gái nhờ được học hành tử tế
Một người cha không bao giờ bước chân vào viện bảo tàng, chỉ đọc báo địa phương, không dùng gì khác ngoài con dao Opinel của riêng mình để ăn. Một người cha xuất thân nông dân rồi trở thành công nhân và cuối cùng là chủ một tiệm cà phê kiêm cửa hàng tạp phẩm. Một người cha luôn lo lắng bị nhầm “vị trí”. Cũng người cha ấy lấy làm tự hào về cô con gái nhờ được học hành tử tế mà đã đặt chân được vào giới tiểu tư sản. Nhưng đằng sau đó là khoảng cách, là những đớn đau, giằn vặt giữa cha và con.Một chỗ trong đời là câu chuyện về cuộc đời người cha ấy, được kể lại dưới ngòi bút của cô con gái, một cách lạnh lùng nhất có thể, với lối viết hờ hững, không cảm xúc, như những gì xảy đến tự nhiên. Chính lối viết tưởng như giản dị ấy đã mang lại cho Annie Ernaux giải Renaudot năm 1984.

","{'5': 2822, '4': 4354, '3': 2617, '2': 570, '1': 192}","['Cultural > France', 'Fiction', 'European Literature > French Literature', 'Classics', 'Contemporary', 'Audiobook', 'Roman', 'Literature > 20th Century', 'Feminism', 'Novels']",https://www.goodreads.com//book/show/30351390-m-t-ch-trong-i?from_search=true&from_srp=true&qid=Km2iB7VHuX&rank=1
994,"
Với Ba người bạn, nước Đức của Remarque không còn là những tòa nhà màu xám mà là một thành phố nhỏ mờ sương của những bụi tử đinh hương, một góc giáo đường, những quán rượu nhỏ nép mình trong làn mưa lất phất. Đó cũng không phải là đất nước của những bộ óc lạnh lùng lý trí mà là của những thân phận nhỏ bé dù bị trôi giạt đến bước đường cùng vẫn khao khát và chan chứa yêu t
Với Ba người bạn, nước Đức của Remarque không còn là những tòa nhà màu xám mà là một thành phố nhỏ mờ sương của những bụi tử đinh hương, một góc giáo đường, những quán rượu nhỏ nép mình trong làn mưa lất phất. Đó cũng không phải là đất nước của những bộ óc lạnh lùng lý trí mà là của những thân phận nhỏ bé dù bị trôi giạt đến bước đường cùng vẫn khao khát và chan chứa yêu thương. Đó là một nước Đức của tình cảm và mộng mơ, một nước Đức của nỗi buồn và cái đẹp.

","{'5': 19115, '4': 8038, '3': 2751, '2': 537, '1': 162}","['Classics', 'Fiction', 'European Literature > German Literature', 'Historical > Historical Fiction', 'War', 'Cultural > Germany', 'Literature', 'Romance', 'Historical', 'Novels']",https://www.goodreads.com//book/show/26001934-ba-ng-i-b-n?from_search=true&from_srp=true&qid=FNP8f8Wih3&rank=1
995,"
Gilbert Blythe - tình yêu đích thực của đời Anne - cuối cùng cũng trở thành bác sĩ, và trong ánh nắng tỏa ngời khu vườn quả, giữa những bạn bè thân thiết nhất, họ nói lời thề ước bên nhau trọn đời. Một cuộc sống mới đang chờ đợi họ trong căn nhà mơ ước nơi bờ cảng Bốn Làn Gió mù sương tím.Cuộc sống mới cũng đồng nghĩa mới những vấn đề mới tinh phải giải quyết, những bất ng
Gilbert Blythe - tình yêu đích thực của đời Anne - cuối cùng cũng trở thành bác sĩ, và trong ánh nắng tỏa ngời khu vườn quả, giữa những bạn bè thân thiết nhất, họ nói lời thề ước bên nhau trọn đời. Một cuộc sống mới đang chờ đợi họ trong căn nhà mơ ước nơi bờ cảng Bốn Làn Gió mù sương tím.Cuộc sống mới cũng đồng nghĩa mới những vấn đề mới tinh phải giải quyết, những bất ngờ đáng yêu, những người bạn thú vị: thuyền trưởng Jim, người trông đèn chất chứa những câu chuyện buồn về biển; cô Cornelia, lời nói thẳng như ruột ngựa nhưng tấm lòng lại ấm áp vô ngần; và thiếu nữ tuyệt đẹp mang trong mình đầy bi kịch Leslie Moore, mà cuộc đời tăm tối rồi đây sẽ được Anne soi vào ánh sáng rạng rỡ.

","{'5': 43873, '4': 33169, '3': 17037, '2': 3294, '1': 1483}","['Classics', 'Fiction', 'Young Adult', 'Historical > Historical Fiction', 'Childrens', 'Romance', 'Historical', 'Cultural > Canada', 'Audiobook', 'Childrens > Middle Grade']",https://www.goodreads.com//book/show/21898014-anne-t-c-v-ng-i-nh-m-c?from_search=true&from_srp=true&qid=QYiIYcBySY&rank=1
996,"
Đi Tìm Bà Ngoại là một câu chuyện hấp dẫn về hai người bạn nhỏ ở nước Ai-len, người bạn trai tên là Fin và em gái cậu ấy là Đơ-vơn. Hai bạn nhỏ ấy bố mẹ qua đời, phải sống với bố dượng là ông Tâu-bi. Ông thường ngược đãi hai bạn và hay đánh đập Fin. Hai bạn sống với ông ta rất khổ. Một hôm, Fin và Đơ-vơn trốn khỏi nhà, vì muốn tìm đến bà ngoại đang sống ở một nơi nào đó tr
Đi Tìm Bà Ngoại là một câu chuyện hấp dẫn về hai người bạn nhỏ ở nước Ai-len, người bạn trai tên là Fin và em gái cậu ấy là Đơ-vơn. Hai bạn nhỏ ấy bố mẹ qua đời, phải sống với bố dượng là ông Tâu-bi. Ông thường ngược đãi hai bạn và hay đánh đập Fin. Hai bạn sống với ông ta rất khổ. Một hôm, Fin và Đơ-vơn trốn khỏi nhà, vì muốn tìm đến bà ngoại đang sống ở một nơi nào đó trên đất Ai-len. Fin và Đơ-vơn đi khắp cả Ai-len từ Tây sang Đông. Chúng gặp nhiều người tốt giúp chúng rất tận tình. Fin là một cậu bé rất dũng cảm, đã vượt qua mọi khó khăn, vất vả mà cậu gặp trên đường đi, để cuối cùng tìm được bà ngoại.

","{'5': 207, '4': 163, '3': 94, '2': 17, '1': 5}","['Fiction', 'Childrens', 'Cultural > Ireland', 'Childrens > Middle Grade', 'Classics', 'European Literature > Irish Literature', 'Adventure', 'Young Adult', 'Action', 'Contemporary']",https://www.goodreads.com//book/show/41859622-i-t-m-b-ngo-i?from_search=true&from_srp=true&qid=vrtN8mm7lo&rank=1
997,"
Sống đơn độc khác người với những hành xử kỳ quặc, ông Hire tối tối lại rình trộm cô hàng xóm nhà đối diện, cho đến lần ông tận mắt chứng kiến một điều không nên thấy và trở thành đối tượng tình nghi lý tưởng trong vụ sát hại một gái bán hoa ngay gần nhà… Khi những trang sách cuối cùng gấp lại, ta thấy đọng lại một nỗi bâng khuâng khôn nguôi về con người đẫy đà đáng thương
Sống đơn độc khác người với những hành xử kỳ quặc, ông Hire tối tối lại rình trộm cô hàng xóm nhà đối diện, cho đến lần ông tận mắt chứng kiến một điều không nên thấy và trở thành đối tượng tình nghi lý tưởng trong vụ sát hại một gái bán hoa ngay gần nhà… Khi những trang sách cuối cùng gấp lại, ta thấy đọng lại một nỗi bâng khuâng khôn nguôi về con người đẫy đà đáng thương ấy, vốn dĩ hiện lên vô cùng sống động dưới ngòi bút kỳ tài của Georges Simenon, người luôn đưa vào từng cuốn roman durcủa mình từ một đến vài cái chết nhưng hoàn toàn không có chút dính líu đến trinh thám để định khuôn một thể loại mới mà chỉ mình ông biết cách tạo ra và cũng chỉ dành riêng cho mình ông.

","{'5': 240, '4': 520, '3': 396, '2': 91, '1': 18}","['Fiction', 'Cultural > France', 'Mystery > Crime', 'Mystery', 'Mystery > Noir', 'European Literature > French Literature', 'Literature', 'European Literature > Belgian', 'Thriller', 'Literature > 20th Century']",https://www.goodreads.com//book/show/50054550-m-i-t-nh-c-a-ng-hire?from_search=true&from_srp=true&qid=ZfMkNjA5Qw&rank=1
998,"
""Cảnh tượng đó cứ diễn ra không có hồi kết. Bởi bản năng đã làm nảy mầm xác thịt, sự ham muốn thúc đẩy nó, quấy rầy nó khi nó từ chối điều này, cho đến tận khi nó nhượng bộ, buông mình ngã xuống, áp vào một cơ thể khác và sự vĩnh cửu của dòng dõi những người yêu nhau được đảm bảo."" Theo cách ấy, một quá trình không có hồi kết thúc đẩy những người đàn bà kết hôn, sinh con r
""Cảnh tượng đó cứ diễn ra không có hồi kết. Bởi bản năng đã làm nảy mầm xác thịt, sự ham muốn thúc đẩy nó, quấy rầy nó khi nó từ chối điều này, cho đến tận khi nó nhượng bộ, buông mình ngã xuống, áp vào một cơ thể khác và sự vĩnh cửu của dòng dõi những người yêu nhau được đảm bảo."" Theo cách ấy, một quá trình không có hồi kết thúc đẩy những người đàn bà kết hôn, sinh con rồi chết đi. Thời gian cứ thế trôi, điểm nhịp cho nó là những lần sinh và những cái chết, khi nhu cầu được truyền lại dòng dõi chiến thắng nỗi tuyệt vọng vì mất đi một người thân yêu. Một sợi dây ham muốn vắt từ thế hệ này sang thế hệ khác.Với lối viết vô cùng đặc biệt, khi thì trôi chảy, dài dòng tựa như hơi thở, khi thì chính xác, thậm chí gai góc, cuốn tiểu thuyết là một lời ngợi ca cuộc sống và thiên chức làm mẹ thiêng liêng của người phụ nữ.Nét duyên góa phụ đã được đạo diễn Trần Anh Hùng chuyển thể thành phim với sự tham gia của bộ ba nữ minh tinh tài năng người Pháp Mélanie Laurent, Audrey Tautou, và Bérénice Bejo.

","{'5': 74, '4': 94, '3': 83, '2': 20, '1': 12}","['Roman', 'Cultural > France', 'Fiction', 'Contemporary', 'European Literature > French Literature']",https://www.goodreads.com//book/show/31917083-n-t-duy-n-g-a-ph?from_search=true&from_srp=true&qid=UrPEBGBadD&rank=1
999,"
Nhật ký dễ thương của một giảng viên trẻ, hài hước, nhẹ nhàng nhưng lồng ghép nhiều yếu tố tâm lý giáo dục
","{'5': 0, '4': 0, '3': 0, '2': 0, '1': 0}",[],https://www.goodreads.com//book/show/58896881-nh-t-k-c-gi-o---h-c-k-xu-n?from_search=true&from_srp=true&qid=bXdcFGtpl6&rank=1
1000,"
Một vụ giết người hàng loạt bí ẩn ở Tokyo. Hiện chưa rõ nghi phạm và mục tiêu tiếp theo. Điều duy nhất từ mật mã hung thủ để lại ám chỉ nơi sẽ diễn ra tội ác là khách sạn hạng nhất Cortesia Tokyo. Nitta Kousuke, viên cảnh sát hình sự trẻ tuổi, nhận lệnh cải trang làm nhân viên khách sạn để nằm vùng điều tra. Hướng dẫn nghiệp vụ cho anh là Yamagishi Naomi, một nữ lễ tân thô
Một vụ giết người hàng loạt bí ẩn ở Tokyo. Hiện chưa rõ nghi phạm và mục tiêu tiếp theo. Điều duy nhất từ mật mã hung thủ để lại ám chỉ nơi sẽ diễn ra tội ác là khách sạn hạng nhất Cortesia Tokyo. Nitta Kousuke, viên cảnh sát hình sự trẻ tuổi, nhận lệnh cải trang làm nhân viên khách sạn để nằm vùng điều tra. Hướng dẫn nghiệp vụ cho anh là Yamagishi Naomi, một nữ lễ tân thông minh có óc quan sát sắc sảo. Liệu cả hai có thể lần ra chân tướng vụ án, trong khi những vị khách đáng ngờ cứ lần lượt ghé thăm!?

","{'5': 167, '4': 293, '3': 195, '2': 27, '1': 2}","['Fiction', 'Asian Literature > Japanese Literature', 'Mystery', 'Suspense', 'Thriller', 'Cultural > Japan', 'Mystery > Crime', 'Mystery > Detective', 'Thriller > Mystery Thriller']",https://www.goodreads.com//book/show/59950184-kh-ch-s-n-m-t-n?from_search=true&from_srp=true&qid=t1AfynZQSQ&rank=1
1001,"
Với hàng tỷ người chơi, Warcross không chỉ là một trò chơi thực tế ảo, mà còn là một lối sống. Emika Chen là một trong số những người đó. Một biến cố lạ lùng đã đưa cô gái này từ New York tới thành phố Tokyo hoa lệ, nơi có một giải đấu Warcross hoành tráng, một âm mưu phá hoại nham hiểm, và cả Hideo Tanaka - chàng CEO tỷ phú điển trai, lạnh lùng đứng đằng sau trò chơi đình
Với hàng tỷ người chơi, Warcross không chỉ là một trò chơi thực tế ảo, mà còn là một lối sống. Emika Chen là một trong số những người đó. Một biến cố lạ lùng đã đưa cô gái này từ New York tới thành phố Tokyo hoa lệ, nơi có một giải đấu Warcross hoành tráng, một âm mưu phá hoại nham hiểm, và cả Hideo Tanaka - chàng CEO tỷ phú điển trai, lạnh lùng đứng đằng sau trò chơi đình đám kia. Emika ngay lập tức vướng vào một mạng lưới đan xen những bí mật và cảm xúc mà cô không thể ngờ tới.Warcross đã chễm chệ nằm trong danh sách bán chạy của tờ New York Times tới 16 tuần. Tiểu thuyết viễn tưởng này của nhà văn Marie Lu sẽ đưa người đọc đến với cô nàng Emika Chen “bá đạo” với tài năng bẻ khóa, năng lực truy bắt tội phạm và kỹ thuật chơi game đỉnh cao, trong một chuyến phiêu lưu có đủ cả bí ẩn, nguy hiểm, vinh quang và tình yêu nồng cháy. “Và đối với Hideo Tanaka… kể từ ngày hôm đó, cùng với tất cả những người khác trên thế giới, tôi phát cuồng về anh. Tôi dõi theo anh như thể sợ rằng chỉ cần mình chớp mắt, hay chỉ cần quay đi trong một giây, anh có thể bắt đầu một cuộc cách mạng mới bất cứ lúc nào.” _Trích “Warcross: Thợ săn tiền thưởng” “Warcross của Marie Lu quá khác biệt so với những cuốn sách tôi từng đọc — tài tình, thông minh, lãng mạn — nhưng cũng bùng nổ đầy màu sắc, hành động và tốc độ.” - Sabaa Tahir, tác giả của An Ember in the Ashes, tiểu thuyết bán chạy số 1 trên New York Times.

","{'5': 43528, '4': 40568, '3': 15892, '2': 3939, '1': 1386}","['Young Adult', 'Science Fiction', 'Fantasy', 'Science Fiction > Dystopia', 'Fiction', 'Romance', 'Audiobook', 'Mystery', 'Adventure', 'Young Adult > Young Adult Fantasy']",https://www.goodreads.com//book/show/55628089-warcross?from_search=true&from_srp=true&qid=puKUosV7W5&rank=1
1002,"
Giao tiếp thành công không đơn thuần chỉ là truyền đạt thông tin, mà còn phải tạo nên sợi dây kết nối đặc biệt và gieo những cảm xúc tích cực cho người tiếp nhận. Số ít những người kết nối được với mọi người là những người có khả năng lãnh đạo và tạo được sức ảnh hưởng lớn lao trong tổ chức của mình.Trong cuốn sách này, John Maxwell đã tổng kết 5 nguyên tắc nền tảng khi kế
Giao tiếp thành công không đơn thuần chỉ là truyền đạt thông tin, mà còn phải tạo nên sợi dây kết nối đặc biệt và gieo những cảm xúc tích cực cho người tiếp nhận. Số ít những người kết nối được với mọi người là những người có khả năng lãnh đạo và tạo được sức ảnh hưởng lớn lao trong tổ chức của mình.Trong cuốn sách này, John Maxwell đã tổng kết 5 nguyên tắc nền tảng khi kết nối với mọi người. Từ đó, tác giả đưa ra 5 ứng dụng hành động để giúp bạn kết nối thành công - với một người, một nhóm, với khán giả, hay bất kỳ ai bạn muốn.""Hãy học cách kết nối để thay đổi cuộc sống của bạn!""

","{'5': 1887, '4': 1597, '3': 787, '2': 219, '1': 51}","['Leadership', 'Business', 'Language > Communication', 'Nonfiction', 'Self Help', 'Self Help > Personal Development', 'Relationships', 'Psychology', 'Christian', 'Business > Management']",https://www.goodreads.com//book/show/33164790-ai-c-ng-giao-ti-p-nh-ng-m-y-ng-i-k-t-n-i?from_search=true&from_srp=true&qid=68PnTgquFV&rank=1
1003,"
Đội gạo lên chùa là một cuộc phiêu lưu kỳ lạ. Hai chị em chú bé An, sau một trận càn dữ dội của giặc Pháp, cha mẹ đều chết, đã phải rời bỏ quê hương trốn chạy. Họ trôi dạt đến một ngôi chùa, được sư cụ dang tay cứu vớt. Số phận An được gắn với chùa Sọ và làng Cọ, quê hương mới của chú.Làng Sọ, một làng quê nhỏ bé êm đềm trong nửa thế kỷ, đã trải qua hai cuộc chiến tranh, v
Đội gạo lên chùa là một cuộc phiêu lưu kỳ lạ. Hai chị em chú bé An, sau một trận càn dữ dội của giặc Pháp, cha mẹ đều chết, đã phải rời bỏ quê hương trốn chạy. Họ trôi dạt đến một ngôi chùa, được sư cụ dang tay cứu vớt. Số phận An được gắn với chùa Sọ và làng Cọ, quê hương mới của chú.Làng Sọ, một làng quê nhỏ bé êm đềm trong nửa thế kỷ, đã trải qua hai cuộc chiến tranh, và những biến động lớn lao. Số phận của ngôi chùa làng và những con người gắn bó với nó sẽ ra sao?Theo Báo SGTTNhà văn Nguyễn Xuân Khánh thời trẻ từng đi bộ đội, ông đi qua rất nhiều làng quê, nhưng ở làng Sọ, ông mô tả mùa rơm vàng, một mùa hoa dẻ luôn vướng vào trong tâm khảm người đọc như đó là quê hương bản quán của ta. Đọc văn của ông đâm mê đường quê vào mùa gặt, ông như một hoạ sĩ chuyên vẽ tranh thiên nhiên, có cả âm nhạc của gió và nắng hanh. Có những trang sách vừa khơi gợi vừa để người đọc nghĩ ngợi thêm về phận người đau khổ trên thế gian dù hướng tới bạn đọc và cuộc sống trong tương lai sáng sủa hơn, hy vọng hơn. Người đọc sống với nhân vật Đội gạo lên chùa, với những người phụ nữ mà Nguyễn Xuân Khánh miêu tả thật kỹ, thật trân trọng và yêu quý như nhân vật Nguyệt, em Rêu, vãi Thầm, cái Huệ. Dù là nhân vật chính hay nhân vật phụ thì người phụ nữ trong Đội gạo lên chùa thật sự là người phụ nữ điển hình của chịu thương chịu khó, sống vì gia đình, quê hương. Trong đó còn có cả những số phận trôi dạt được sư cụ trong chùa cứu độ và giác ngộ làm người.HOÀNG VIỆT HẰNG

","{'5': 127, '4': 55, '3': 29, '2': 4, '1': 3}","['Fiction', 'Novels']",https://www.goodreads.com//book/show/12161911-i-g-o-l-n-ch-a?from_search=true&from_srp=true&qid=4E98DXKX19&rank=1
1004,"
“Con đường không tắt nắng” là cuốn sách mang đến cho ta những câu chuyện đời thường, qua đó, đề cao ý nghĩa nhân văn cao đẹp: dẫu cho có bị dòng đời xô đẩy, con người ta vẫn phải giữ lấy cái chân – thiện – mỹ của chính mình Đường đời dù có nhiều chông gai và những con người dù bị cuốn vào dòng xoáy đó đến tả tơi tan tác, trở nên cay nghiệt quay quắt thì tận sâu thẳm trong 
“Con đường không tắt nắng” là cuốn sách mang đến cho ta những câu chuyện đời thường, qua đó, đề cao ý nghĩa nhân văn cao đẹp: dẫu cho có bị dòng đời xô đẩy, con người ta vẫn phải giữ lấy cái chân – thiện – mỹ của chính mình Đường đời dù có nhiều chông gai và những con người dù bị cuốn vào dòng xoáy đó đến tả tơi tan tác, trở nên cay nghiệt quay quắt thì tận sâu thẳm trong tim họ vẫn ẩn giấu một ngọn lửa nhân tình đẹp đẽ. Thông qua tác phẩm của mình cả hai tác giả uôn muốn gửi gắm vào đó những giá trị nhân sinh quan, sự chiêm nghiệm sâu sắc. Họ luôn mong muốn được cống hiến, được sáng tạo cho độc giả...Cuốn sách là sự tập hợp những câu chuyện đẹp đẽ, nhiều ý nghĩa sâu sắc của hai tác giả Nguyễn Thị Việt Nga và Phong Điệp. Hai cây bút giàu nội lực cùng sóng đôi trong một tập sách vừa nhân văn vừa giàu ý nghĩa, mang tình yêu thiết tha với cuộc đời này đến với biết bao người. Như Nguyễn Thị Việt Nga từng tâm sự trong cuốn sách rằng: “Tôi luôn có cảm giác bấp bênh và âu lo về đời sống đô thị này...Hình như cuộc sống này, càng ngày con người càng ít chú ý đến cảm xúc sống của mình và của những người xung quanh. Chúng ta luôn vội vã mà không hiểu vì sao mình vội vã đến thế...” Nhưng câu văn day dứt nhiều ám ảnh về cuộc đời luôn khiến người khác phải nhớ tới chẳng thể quên dù gấp lại trang sách rồi. Cũng ở đó chúng ta chạm vào cả thế giới của nhua, từ những điều nhỏ bé và bình dị nhất, ở đó tình người được nâng niu trân trọng hết mực, ở đó ta thấy cuộc đời này ý nghĩa hơn.Thay vì sáng sớm vội vã lướt qua nhau trong vòng xoay bất tận của cơm áo gạo tiền tại sao bạn không mỉm cười chào ai đó nhỉ? Đó là cách bắt đầu cho cuộc sống tốt đẹp hơn từ những điều nhỏ nhặt, đó phần nào cũng là những điều mà cuốn sách “Con đường không tắt nắng” hướng tới.

","{'5': 0, '4': 0, '3': 0, '2': 0, '1': 0}",[],https://www.goodreads.com//book/show/58773213-con-ng-kh-ng-t-t-n-ng?from_search=true&from_srp=true&qid=MMotTaInY5&rank=1
1005,"
Chuyện diễn ra ở quán Đo Đo, quán ăn do tác giả sáng lập để nhớ quê nhà, nơi có chợ Đo Đo – chỗ Quán Gò đi lên ấy. Bởi thế, trong câu truyện tràn ngập những nỗi nhớ, nhớ món ăn, nhớ giọng nói, nhớ thói quen, nhớ kỉ niệm… Dẫu là câu chuyện ngập tràn nỗi nhớ, vẫn nghe trong đó những tiếng cười rất vui.
","{'5': 383, '4': 454, '3': 267, '2': 49, '1': 7}","['Fiction', 'Childrens', 'Young Adult', 'Novels']",https://www.goodreads.com//book/show/12079188-qu-n-g-i-l-n?from_search=true&from_srp=true&qid=ZAftqW9FQt&rank=1
1006,,,,
1007,,,,
1008,"
Khi một sinh viên ngành văn chương, Anastasia Steele đến phỏng vấn Chủ tịch Hội đồng quản trị của một tập đoàn thành công - Christian Grey, cô chạm trán một người đàn ông đẹp trai, tài giỏi và đáng sợ. Không may, Ana ngây thơ bắt đầu nhận ra cô muốn người đàn ông này. Bất chấp những giới hạn bí ẩn, cô liều lĩnh tiếp cận anh ta. Không thể cưỡng lại vẻ đẹp dịu dàng, tinh thầ
Khi một sinh viên ngành văn chương, Anastasia Steele đến phỏng vấn Chủ tịch Hội đồng quản trị của một tập đoàn thành công - Christian Grey, cô chạm trán một người đàn ông đẹp trai, tài giỏi và đáng sợ. Không may, Ana ngây thơ bắt đầu nhận ra cô muốn người đàn ông này. Bất chấp những giới hạn bí ẩn, cô liều lĩnh tiếp cận anh ta. Không thể cưỡng lại vẻ đẹp dịu dàng, tinh thần độc lập của Ana, Grey thú nhận rằng anh ta cũng muốn có cô - nhưng theo cách riêng mình.Họ lao vào nhau trong sự đam mê táo bạo và cuồng nhiệt. Ana khám phá ra những bí mật của Grey - người đàn ông bị quỷ dữ dày vò, thiêu đốt và cần phải kiểm soát. Nhưng cô cũng không thể dừng lại được khi dần khám phá ra khát khao đen tối nhất trong tâm hồn mình. Nhục cảm, thú vị và xúc động sâu xa, bộ tiểu thuyết ba tập 50 sắc thái là câu chuyện sẽ ám ảnh bạn, chiếm hữu bạn và sẽ ở bên cạnh bạn mãi mãi.50 sắc thái (Fifty Shades) - là bộ tiểu thuyết ba tập của nhà văn người Anh E.L.James được xuất bản lần đầu năm 2011 và gần như ngay lập tức leo lên hạng nhất của tất cả các bảng xếp hạng sách bán chạy trên khắp thế giới, từ bảng xếp hạng của New York Times, Amazon,... đến giải thưởng National Book Award danh giá của nước Anh. Với hơn 60 triệu bản bán ra trên khắp thế giới (tính đến tháng 12/2012), 50 sắc thái còn được bán bản quyền dịch tới 37 quốc gia.

","{'5': 932385, '4': 482905, '3': 424956, '2': 245547, '1': 270582}","['Romance', 'Fiction', 'Adult Fiction > Erotica', 'Adult', 'Erotica > BDSM', 'Contemporary', 'Romance > Contemporary Romance', 'Womens Fiction > Chick Lit', 'Romance > Erotic Romance', 'Adult Fiction']",https://www.goodreads.com//book/show/25956957-50-s-c-th-i---x-m?from_search=true&from_srp=true&qid=IhT0aWqLBw&rank=1
